customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
CUST_1673,37.0,Female,West,Post-Graduate,Salaried,50322.15,46805.96,Car,756.0,2,59,0.308,2019-02-02,0
CUST_1674,30.0,Male,West,Primary,Unemployed,114685.39,46177.25,Car,,2,150,0.484,2021-12-13,0
CUST_1675,61.0,Female,North,Graduate,Unemployed,,9815.01,Business,788.0,0,198,0.11,2021-01-09,0
CUST_1676,38.0,Female,West,Primary,Salaried,92077.64,16897.0,Business,729.0,1,156,0.587,2021-03-10,0
CUST_1677,56.0,Female,North,Graduate,Salaried,66621.83,25406.58,Education,702.0,4,235,0.4,2022-06-22,0
CUST_1678,60.0,Female,North,Secondary,Salaried,39611.79,,Business,656.0,0,136,0.167,2019-05-07,0
CUST_1679,53.0,,East,Graduate,Salaried,26676.01,72875.29,Business,736.0,0,91,0.3,2023-01-30,0
CUST_1680,36.0,Male,South,Secondary,Salaried,145460.9,14173.52,Business,653.0,1,8,0.328,2022-07-24,0
CUST_1681,46.0,Female,East,Graduate,Self-Employed,52957.24,11585.13,Business,691.0,3,25,0.478,2019-05-19,0
CUST_1682,41.0,Female,North,Secondary,Self-Employed,150326.16,59405.89,Education,601.0,0,31,0.536,2021-04-20,0
CUST_1683,31.0,Other,North,Secondary,Salaried,45998.24,3147.21,Business,850.0,2,15,0.187,2019-06-25,0
CUST_1684,45.0,Female,West,Post-Graduate,Self-Employed,35616.67,1001.31,Business,596.0,0,194,0.084,2022-05-07,0
CUST_1685,27.0,Male,North,Graduate,Salaried,83837.79,28879.76,Home,729.0,4,68,0.304,2019-10-26,1
CUST_1686,56.0,Female,North,Post-Graduate,Salaried,56318.1,12153.45,Business,621.0,1,92,0.092,2019-02-14,0
CUST_1687,36.0,Male,North,Secondary,Salaried,22824.21,36148.54,Education,574.0,1,159,0.419,2022-02-07,1
CUST_1688,44.0,Other,South,Post-Graduate,Salaried,256246.38,1775.17,Education,722.0,1,127,0.232,2019-06-29,0
CUST_1689,45.0,Male,East,Primary,Salaried,36257.91,12102.85,Car,804.0,3,196,0.185,2023-05-11,1
CUST_1690,38.0,Female,East,Post-Graduate,Self-Employed,125752.78,6707.62,Business,622.0,2,40,0.298,2021-05-17,0
CUST_1691,49.0,Male,South,Graduate,,117416.8,33639.04,Other,731.0,3,95,0.138,2023-07-31,0
CUST_1692,36.0,Male,South,Post-Graduate,Self-Employed,21860.35,6442.41,Car,828.0,2,224,0.293,2023-03-19,0
CUST_1693,52.0,Male,South,Primary,,26851.85,15309.71,Education,850.0,2,66,0.435,2019-10-10,0
CUST_1694,25.0,Female,East,Post-Graduate,Salaried,47041.83,42714.55,Car,662.0,2,179,0.233,2022-09-26,0
CUST_1695,43.0,Female,East,Secondary,Salaried,29955.94,61742.73,Other,681.0,1,230,0.101,2019-03-07,0
CUST_1696,65.0,Male,North,Secondary,Self-Employed,238271.27,32057.89,Home,695.0,2,132,0.069,2020-03-17,0
CUST_1697,,Female,East,Secondary,Salaried,51014.21,14019.15,Other,743.0,0,70,0.236,2019-12-10,0
CUST_1698,,Female,West,Graduate,Self-Employed,,21214.98,Car,671.0,1,45,0.058,2020-03-21,0
CUST_1699,48.0,Male,East,Post-Graduate,Unemployed,90301.55,29254.58,Business,738.0,1,222,0.073,2021-10-10,0
CUST_1700,44.0,Male,South,Secondary,Self-Employed,73955.43,51972.57,Home,681.0,3,177,0.133,2019-04-05,0
CUST_1701,46.0,,East,Post-Graduate,Salaried,61836.99,54859.86,Other,625.0,1,83,0.33,2019-06-29,0
CUST_1702,47.0,Female,North,Primary,Self-Employed,,66830.17,Business,721.0,3,28,0.227,2020-11-16,1
CUST_1703,49.0,,East,Primary,Salaried,30943.73,41612.02,Other,640.0,3,151,0.284,2021-12-13,0
CUST_1704,55.0,Female,South,Graduate,Self-Employed,238248.2,3968.97,Education,606.0,2,203,0.227,2023-07-01,0
CUST_1705,46.0,Male,West,Post-Graduate,Salaried,21380.22,34422.42,Business,686.0,2,85,0.844,2019-07-27,0
CUST_1706,39.0,Male,South,Primary,Salaried,111883.05,,Education,620.0,0,244,0.101,2021-10-15,0
CUST_1707,50.0,Male,West,Graduate,Salaried,19455.19,52567.02,Home,657.0,0,72,0.254,2023-12-04,0
CUST_1708,64.0,Male,North,Graduate,Salaried,46510.6,64695.72,Home,763.0,1,232,0.139,2022-07-09,0
CUST_1709,,Female,North,Secondary,Salaried,64514.67,17790.92,Home,638.0,0,44,0.154,2020-12-29,0
CUST_1710,30.0,Female,East,Primary,Self-Employed,40564.3,,Home,589.0,5,98,0.159,2023-04-23,1
CUST_1711,55.0,Male,North,Post-Graduate,,51775.09,239.97,Education,732.0,1,196,0.367,2021-06-14,0
CUST_1712,40.0,Male,North,Primary,Salaried,19740.42,21261.61,Education,773.0,0,184,0.07,2021-12-08,0
CUST_1713,15.0,Female,South,Primary,Salaried,27174.64,16023.28,Car,650.0,0,175,0.165,2020-03-25,0
CUST_1714,52.0,Female,South,Post-Graduate,,89197.81,81956.39,Car,793.0,1,109,0.167,2019-10-21,0
CUST_1715,35.0,Female,East,Post-Graduate,Salaried,61312.4,57995.65,Education,,1,194,0.147,2020-03-26,0
CUST_1716,40.0,Female,East,Secondary,Unemployed,34460.79,39938.22,Home,801.0,2,187,0.275,2022-07-14,0
CUST_1717,45.0,Male,East,Graduate,Self-Employed,172719.16,1467.07,Car,609.0,5,210,0.202,2020-09-21,1
CUST_1718,44.0,Female,East,Post-Graduate,Salaried,22562.74,190265.9459159273,Business,541.0,1,174,0.228,2021-11-12,1
CUST_1719,50.0,Male,South,Post-Graduate,Salaried,44834.25,29771.66,Education,727.0,1,191,0.222,2019-05-23,0
CUST_1720,36.0,Male,East,Primary,Self-Employed,39953.64,752.74,Business,684.0,0,52,0.245,2020-06-03,0
CUST_1721,48.0,Male,East,Post-Graduate,Self-Employed,97932.14,6723.59,Home,703.0,1,50,0.749,2021-12-02,0
CUST_1722,38.0,Male,North,Post-Graduate,Salaried,,54621.65,Education,719.0,2,57,0.108,2023-05-25,0
CUST_1723,50.0,Female,East,Primary,Salaried,54910.94,3475.25,Car,809.0,0,124,0.351,2020-03-20,0
CUST_1724,49.0,Female,West,Primary,Salaried,13692.82,1318.5,Car,,1,68,0.4,2022-09-10,0
CUST_1725,30.0,Male,North,Primary,Salaried,119614.29,21722.4,Business,820.0,4,24,0.269,2021-05-11,0
CUST_1726,55.0,Male,South,Secondary,Salaried,50298.94,73185.31,Education,644.0,0,130,0.101,2023-11-11,0
CUST_1727,35.0,Male,West,Graduate,Salaried,65678.63,44988.45,Home,723.0,1,161,0.081,2020-07-12,0
CUST_1728,51.0,Male,East,Post-Graduate,Self-Employed,694638.6704326073,91995.52,Other,715.0,5,238,0.135,2019-01-17,0
CUST_1729,46.0,Female,North,Primary,Salaried,29008.29,35012.18,Other,621.0,1,127,0.25,2020-11-08,0
CUST_1730,64.0,Female,East,Primary,Unemployed,198675.91,14378.32,Home,720.0,1,58,0.112,2022-03-01,0
CUST_1731,39.0,Other,North,Graduate,Salaried,14492.83,73256.31,Car,604.0,0,185,0.132,2020-07-31,0
CUST_1732,37.0,Female,East,Secondary,Salaried,25761.61,13905.74,Other,527.0,1,222,0.308,2022-10-05,1
CUST_1733,,Female,West,Post-Graduate,Salaried,195710.88,10773.21,Home,761.0,2,87,0.387,2020-05-15,0
CUST_1734,38.0,Male,South,Secondary,Salaried,99967.17,14864.06,Business,765.0,1,140,0.063,2023-08-25,0
CUST_1735,51.0,Male,West,Secondary,Unemployed,46148.97,42046.71,Car,567.0,2,234,0.419,2020-06-09,1
CUST_1736,22.0,Male,West,Secondary,Salaried,162312.22,62432.65,Home,661.0,2,24,0.237,2019-05-20,0
CUST_1737,29.0,Female,South,Primary,Salaried,85604.07,11066.8,Business,593.0,4,197,0.248,2021-05-26,1
CUST_1738,29.0,Female,North,Graduate,Unemployed,72122.99,15508.92,Education,732.0,2,212,0.087,2020-01-27,0
CUST_1739,53.0,Male,North,Graduate,Salaried,71714.6,57149.92,Other,770.0,3,62,0.306,2022-04-23,0
CUST_1740,62.0,Male,South,Graduate,Salaried,86871.96,1204.65,Other,611.0,1,69,0.109,2020-05-12,0
CUST_1741,40.0,Male,East,Secondary,,89729.42,38296.73,Other,506.0,3,167,0.442,2021-09-17,1
CUST_1742,39.0,Other,North,Post-Graduate,Salaried,346895.35,15138.38,Home,720.0,0,140,0.047,2023-05-08,0
CUST_1743,42.0,Male,West,Secondary,Salaried,,11810.9,Education,729.0,1,140,0.37,2023-03-21,0
CUST_1744,55.0,Female,South,Graduate,Salaried,52510.18,14806.37,Home,611.0,0,198,0.195,2023-10-01,0
CUST_1745,30.0,Female,West,Primary,Self-Employed,22258.64,13561.81,Home,640.0,1,32,0.25,2023-10-17,0
CUST_1746,44.0,Male,North,Secondary,Self-Employed,57439.19,35328.14,Education,618.0,1,99,0.556,2022-04-18,0
CUST_1747,53.0,Female,South,Primary,Salaried,265749.53,65759.01,Business,681.0,3,176,0.41,2021-03-29,0
CUST_1748,48.0,Female,South,Graduate,Salaried,131608.65,16905.08,Car,747.0,2,20,0.547,2023-05-09,0
CUST_1749,44.0,Male,North,Secondary,Salaried,38756.97,44704.22,Other,713.0,0,207,0.384,2023-06-16,0
CUST_1750,54.0,Female,North,Primary,Salaried,61330.53,32914.03,Education,,1,245,0.577,2022-09-08,0
CUST_1751,9.0,Male,South,Secondary,Salaried,21223.18,10037.35,Business,578.0,4,68,0.549,2019-01-10,1
CUST_1752,50.0,Male,East,Graduate,Self-Employed,27576.09,22126.7,Education,635.0,3,210,0.088,2020-12-27,0
CUST_1753,34.0,Female,South,Post-Graduate,Self-Employed,67477.73,27476.49,Car,775.0,2,169,0.198,2023-03-30,0
CUST_1754,20.0,Female,East,Graduate,Salaried,40313.28,594.5,Education,584.0,0,128,0.033,2021-10-28,1
CUST_1755,48.0,Other,West,Post-Graduate,Self-Employed,25960.21,12602.69,Education,613.0,2,37,0.143,2021-06-16,0
CUST_1756,58.0,Female,East,Post-Graduate,Salaried,88598.71,122786.19,Business,,2,12,0.435,2021-12-03,0
CUST_1757,40.0,Female,East,Graduate,Salaried,56061.24,25351.48,Other,534.0,2,237,0.416,2020-03-29,0
CUST_1758,53.0,Female,North,Primary,Salaried,17085.06,10170.8,Other,600.0,3,38,0.02,2019-11-02,0
CUST_1759,61.0,Female,South,Secondary,Salaried,11383.07,7192.85,Business,743.0,0,145,0.167,2020-02-05,0
CUST_1760,57.0,Female,West,Secondary,Self-Employed,37948.71,5876.66,Business,558.0,1,239,1.2050932102707699,2020-12-21,1
CUST_1761,61.0,Male,South,Secondary,Salaried,16804.26,12839.13,Home,619.0,1,20,0.448,2021-08-26,0
CUST_1762,50.0,Female,East,Post-Graduate,Salaried,13424.96,5369.02,Home,728.0,5,40,0.257,2020-09-16,0
CUST_1763,42.0,Male,East,Post-Graduate,Unemployed,147734.99,,Car,591.0,3,186,0.349,2019-11-03,1
CUST_1764,22.0,Male,East,Graduate,Salaried,55372.11,11316.41,Home,748.0,2,107,0.502,2019-12-05,0
CUST_1765,39.0,Male,South,Primary,Salaried,48418.77,23348.62,Home,702.0,3,217,0.226,2023-02-19,0
CUST_1766,31.0,Female,East,Graduate,Salaried,51496.82,3957.29,Education,659.0,3,85,0.29,2019-01-14,0
CUST_1767,68.0,Male,South,Graduate,Salaried,24094.39,1133.91,Education,528.0,1,43,0.566,2021-09-04,1
CUST_1768,39.0,Male,West,Primary,Unemployed,83181.56,881.17,Business,682.0,0,123,0.073,2020-04-30,0
CUST_1769,43.0,Female,West,Post-Graduate,Salaried,53929.87,7778.35,Other,555.0,0,185,0.049,2023-06-13,0
CUST_1770,48.0,Male,South,Graduate,Unemployed,32665.45,5272.11,Car,542.0,1,38,0.299,2019-04-30,1
CUST_1771,42.0,Female,West,Graduate,Salaried,36823.7,19372.78,Home,712.0,2,22,0.138,2021-04-04,0
CUST_1772,,Male,North,Post-Graduate,Salaried,22427.27,15207.3,Education,702.0,0,45,0.298,2020-07-20,0
CUST_1773,34.0,Male,East,Secondary,Salaried,43260.95,9817.42,Other,519.0,3,237,0.169,2021-09-18,1
CUST_1774,44.0,Male,East,Primary,,49429.25,44825.43,Home,658.0,0,111,0.358,2022-06-08,0
CUST_1775,33.0,Female,East,Primary,Salaried,42369.05,17577.26,Other,718.0,3,232,0.303,2023-10-26,1
CUST_1776,26.0,Male,North,Secondary,Self-Employed,,2399.84,Education,701.0,0,40,0.115,2020-02-18,0
CUST_1777,34.0,Female,East,Primary,Salaried,756574.6808887011,8766.06,Business,696.0,0,9,0.105,2021-12-04,0
CUST_1778,41.0,Male,South,Secondary,Salaried,72013.93,90614.09,Home,659.0,1,32,0.369,2022-10-14,0
CUST_1779,36.0,Male,East,Graduate,Salaried,127322.39,94281.89,Home,766.0,0,181,0.329,2021-07-07,0
CUST_1780,33.0,Male,South,Primary,Self-Employed,96222.53,7348.26,Car,693.0,1,201,1.1693321706821986,2021-07-05,0
CUST_1781,25.0,Male,West,Primary,Salaried,128498.42,4575.13,Home,771.0,3,72,0.711,2022-09-05,0
CUST_1782,41.0,Female,South,Graduate,Salaried,30388.29,17114.01,Education,684.0,2,135,0.273,2019-03-17,0
CUST_1783,23.0,Female,South,Post-Graduate,Salaried,39859.18,16418.69,Other,589.0,2,165,0.404,2021-12-20,1
CUST_1784,51.0,Female,South,Post-Graduate,Self-Employed,101000.16,13196.65,Other,694.0,4,61,0.198,2023-06-12,1
CUST_1785,,Male,East,Graduate,Self-Employed,102455.33,18841.4,Business,572.0,2,184,0.543,2020-02-27,1
CUST_1786,24.0,Male,North,Primary,Self-Employed,34790.63,6605.5,Business,714.0,3,71,0.085,2021-12-10,1
CUST_1787,38.0,Male,North,Primary,Salaried,97661.93,3052.19,Education,832.0,1,204,0.31,2020-12-12,0
CUST_1788,32.0,Other,South,Primary,Unemployed,28146.39,21126.1,Other,685.0,1,27,0.356,2020-05-21,0
CUST_1789,45.0,Male,East,Secondary,Self-Employed,,67427.01,Business,672.0,0,74,0.141,2021-12-28,0
CUST_1790,58.0,Female,North,Post-Graduate,Salaried,58627.73,3705.23,Business,,2,31,0.173,2023-08-30,0
CUST_1791,19.0,Male,West,Primary,Salaried,19780.49,30503.8,Car,701.0,0,90,0.409,2021-10-08,0
CUST_1792,43.0,Male,West,Post-Graduate,Salaried,42308.4,,Car,850.0,1,166,0.278,2022-06-15,0
CUST_1793,40.0,Male,East,Post-Graduate,Salaried,343112.7,8702.67,Education,677.0,2,197,0.289,2022-12-09,0
CUST_1794,50.0,Male,West,Primary,Self-Employed,70419.42,47951.65,Education,705.0,3,248,0.231,2023-04-26,0
CUST_1795,44.0,Female,West,Graduate,Self-Employed,377135.56,15242.76,Education,763.0,2,40,0.672,2019-04-01,0
CUST_1796,32.0,Male,West,Graduate,Self-Employed,18861.14,21885.44,Education,563.0,2,95,0.181,2019-05-20,1
CUST_1797,38.0,Female,North,Post-Graduate,Salaried,109162.56,14632.28,Other,737.0,2,13,0.261,2021-06-14,0
CUST_1798,32.0,Male,West,Secondary,Salaried,7883.53,2118.52,Home,645.0,1,112,0.179,2023-06-28,0
CUST_1799,54.0,Other,South,Post-Graduate,Salaried,59862.86,22590.82,Education,656.0,3,247,0.307,2020-04-14,1
CUST_1800,42.0,Male,South,Post-Graduate,Salaried,99208.0,13568.27,Car,741.0,0,29,0.361,2022-10-24,0
CUST_1801,64.0,Female,West,Graduate,Self-Employed,117044.8,2268.82,Home,,3,82,0.454,2020-05-27,1
CUST_1802,41.0,Female,South,Primary,Salaried,31589.63,22646.86,Home,661.0,1,150,0.136,2020-06-01,0
CUST_1803,33.0,Other,North,Primary,Self-Employed,137485.31,248.0,Other,668.0,0,245,0.182,2020-08-27,0
CUST_1804,23.0,Male,East,Secondary,Self-Employed,39066.8,5846.28,Business,673.0,1,214,0.059,2023-11-19,0
CUST_1805,20.0,Female,South,Graduate,Self-Employed,52508.07,37975.03,Home,625.0,2,245,0.05,2023-09-20,0
CUST_1806,22.0,Male,West,Graduate,Salaried,42333.85,966.63,Other,725.0,0,31,0.486,2019-08-04,0
CUST_1807,45.0,Male,East,Post-Graduate,Self-Employed,1134419.359887587,26009.68,Other,585.0,2,13,0.521,2022-02-17,0
CUST_1808,48.0,,East,Graduate,Unemployed,210191.79,74747.21,Other,530.0,2,208,0.313,2022-08-21,1
CUST_1809,23.0,Male,West,Post-Graduate,Self-Employed,62218.91,4694.18,Education,656.0,1,188,0.374,2023-04-19,0
CUST_1810,52.0,Other,South,Secondary,Self-Employed,142893.48,13494.0,Business,723.0,2,119,0.198,2019-08-04,0
CUST_1811,36.0,Male,North,Graduate,Self-Employed,138104.92,21420.95,Education,725.0,2,51,0.274,2020-11-01,0
CUST_1812,43.0,Female,South,Graduate,Salaried,27602.12,14964.83,Car,705.0,2,86,0.168,2022-11-07,0
CUST_1813,61.0,Female,South,Post-Graduate,Self-Employed,158403.65,24214.46,Business,,1,181,0.402,2023-08-14,0
CUST_1814,52.0,Male,North,Graduate,Self-Employed,,12941.96,Education,712.0,3,146,0.315,2019-05-08,0
CUST_1815,38.0,Female,East,Primary,,26037.12,4019.02,Business,669.0,0,78,0.271,2019-09-17,0
CUST_1816,31.0,Male,North,Secondary,Self-Employed,85740.51,,Car,675.0,2,88,1.2850700509816335,2020-11-22,0
CUST_1817,16.0,Female,North,Primary,Salaried,26413.37,34107.76,Education,478.0,1,26,1.3386652348045627,2022-11-03,0
CUST_1818,,Male,West,Post-Graduate,Salaried,216461.22,6815.7,Business,644.0,0,191,0.402,2020-09-18,0
CUST_1819,39.0,Female,West,Post-Graduate,Salaried,114809.49,47006.62,Car,198.0,2,166,0.108,2022-10-16,0
CUST_1820,30.0,Female,South,Post-Graduate,Salaried,56561.35,33969.63,Other,849.0,1,52,0.347,2019-06-11,0
CUST_1821,40.0,Other,West,Secondary,Salaried,164693.74,1267.95,Business,749.0,3,106,0.211,2019-02-15,1
CUST_1822,42.0,Male,North,Graduate,Salaried,16888.87,5616.46,Car,776.0,3,201,0.376,2022-09-11,1
CUST_1823,39.0,Male,North,Primary,Salaried,472656.1527285316,8632.52,Other,639.0,0,34,0.318,2022-02-28,0
CUST_1824,34.0,Male,West,Graduate,Self-Employed,48926.0,22564.77,Car,674.0,2,5,0.27,2019-08-30,0
CUST_1825,44.0,Male,West,Post-Graduate,Salaried,358092.91,41495.53,Home,576.0,2,30,0.241,2023-03-05,1
CUST_1826,47.0,Male,West,Graduate,Salaried,25428.19,1555.75,Car,588.0,2,203,0.578,2019-07-31,1
CUST_1827,28.0,Female,North,Secondary,Salaried,15277.79,7179.02,Education,,3,11,0.492,2020-08-29,0
CUST_1828,58.0,Male,East,Post-Graduate,Salaried,18854.21,11798.53,Education,636.0,1,113,0.309,2023-12-27,0
CUST_1829,40.0,Male,East,Graduate,Salaried,123620.63,,Education,716.0,0,9,0.562,2022-06-13,0
CUST_1830,42.0,Female,West,Primary,Salaried,37221.66,19702.5,Education,,2,88,1.2401794703368014,2019-03-10,0
CUST_1831,50.0,Female,South,Post-Graduate,Unemployed,52718.97,16252.31,Home,648.0,0,118,0.141,2023-03-11,0
CUST_1832,44.0,Male,South,Post-Graduate,Salaried,110223.58,9513.06,Home,746.0,3,196,0.132,2023-04-10,1
CUST_1833,53.0,Male,East,Secondary,,52761.25,18187.61,Home,588.0,1,96,0.266,2020-12-21,1
CUST_1834,45.0,Male,West,Secondary,Self-Employed,70496.43,10994.49,Other,580.0,0,27,0.187,2022-08-06,1
CUST_1835,34.0,Male,North,Primary,Unemployed,91873.89,10509.17,Business,720.0,2,140,0.051,2019-07-11,0
CUST_1836,46.0,Female,South,Graduate,Salaried,42423.55,7710.58,Education,723.0,0,179,0.536,2023-01-09,0
CUST_1837,28.0,Male,South,Graduate,Salaried,52414.91,19437.03,Business,748.0,2,212,0.563,2023-05-21,0
CUST_1838,43.0,Female,North,Post-Graduate,Salaried,72661.31,14679.86,Education,565.0,2,173,0.524,2020-04-18,0
CUST_1839,41.0,Female,North,Post-Graduate,Salaried,119915.6,5464.0,Education,613.0,2,180,0.361,2019-02-22,0
CUST_1840,39.0,Female,West,Graduate,Salaried,31764.5,326.28,Education,704.0,2,74,0.317,2023-11-10,0
CUST_1841,40.0,Male,North,Graduate,Self-Employed,5342.98,4090.33,Home,706.0,2,207,0.233,2023-04-07,0
CUST_1842,19.0,Male,North,Graduate,Salaried,103121.84,1094.48,Other,832.0,3,81,0.239,2023-12-02,1
CUST_1843,35.0,Female,North,Post-Graduate,Salaried,125765.3,14123.2,Education,598.0,2,198,0.118,2021-12-29,1
CUST_1844,,Male,East,Secondary,Salaried,70264.88,6375.43,Education,850.0,1,181,0.186,2019-07-29,0
CUST_1845,43.0,Male,North,Secondary,Unemployed,74208.54,,Education,721.0,3,134,0.423,2019-08-01,1
CUST_1846,29.0,Male,South,Primary,Self-Employed,38122.2,9991.42,Car,773.0,2,67,0.232,2022-09-01,0
CUST_1847,57.0,Male,West,Graduate,Salaried,89334.83,19305.56,Education,,0,145,0.248,2020-09-13,0
CUST_1848,31.0,Female,West,Graduate,Salaried,118484.03,32171.8,Home,621.0,2,215,0.063,2022-03-09,0
CUST_1849,53.0,Male,West,Graduate,Salaried,62642.36,16315.2,Home,635.0,1,165,0.312,2023-11-30,0
CUST_1850,47.0,Male,East,Primary,Self-Employed,439326.73,1599.28,Business,680.0,1,233,0.412,2023-01-10,0
CUST_1851,34.0,,South,Graduate,Self-Employed,17137.21,441.64,Home,558.0,0,123,0.324,2022-07-07,0
CUST_1852,63.0,Female,North,Secondary,Self-Employed,68211.56,5995.52,Business,550.0,2,29,0.354,2023-09-16,1
CUST_1853,27.0,Female,South,Graduate,Salaried,23400.62,13833.22,Other,631.0,1,116,0.371,2023-04-17,0
CUST_1854,53.0,Female,West,Primary,Self-Employed,121040.05,15381.762140325543,Car,736.0,1,234,0.509,2019-11-04,0
CUST_1855,,Male,North,Post-Graduate,Self-Employed,16895.79,9927.52,Home,627.0,0,242,0.387,2021-08-22,0
CUST_1856,33.0,Male,West,Post-Graduate,Unemployed,20596.22,54514.87,Education,,0,108,0.07,2021-01-19,0
CUST_1857,58.0,Male,West,Secondary,Salaried,36078.43,2358.29,Other,668.0,0,86,0.376,2023-05-14,0
CUST_1858,38.0,Female,West,Secondary,Salaried,74062.58,74162.35,Education,,2,33,0.309,2019-10-27,0
CUST_1859,45.0,Female,South,Secondary,Salaried,37183.59,48565.45,Business,714.0,1,41,0.484,2023-08-24,0
CUST_1860,45.0,Female,South,Post-Graduate,Salaried,,44562.24,Business,748.0,1,79,0.258,2021-05-01,0
CUST_1861,40.0,Male,West,Graduate,Self-Employed,51807.37,49814.81,Car,773.0,2,241,0.235,2021-06-27,0
CUST_1862,51.0,Female,West,Primary,Self-Employed,49326.06,2085.91,Other,601.0,1,173,0.466,2019-08-22,0
CUST_1863,51.0,Male,North,Primary,Salaried,196803.2,4097.35,Business,513.0,1,115,0.027,2021-12-21,0
CUST_1864,21.0,Female,West,Graduate,,103645.21,3607.51,Education,647.0,4,241,0.124,2021-02-14,1
CUST_1865,57.0,Male,West,Post-Graduate,Salaried,46181.69,2948.25,Home,771.0,1,91,0.061,2020-09-03,0
CUST_1866,22.0,Female,West,Post-Graduate,Unemployed,320491.02,9926.68,Home,,1,91,0.358,2023-05-23,0
CUST_1867,,Male,West,Primary,Salaried,88727.84,44330.84,Other,650.0,1,39,0.085,2021-06-20,0
CUST_1868,,Male,South,Secondary,,27579.56,7257.54,Other,833.0,2,7,0.296,2021-03-06,0
CUST_1869,28.0,Female,West,Secondary,Salaried,,7000.18,Business,742.0,1,179,0.131,2022-10-05,0
CUST_1870,37.0,Male,East,Primary,Salaried,91895.75,28166.71,Home,632.0,5,194,0.109,2020-07-21,1
CUST_1871,28.0,Female,West,Primary,Self-Employed,34540.93,2548.74,Car,773.0,0,22,0.501,2023-10-05,0
CUST_1872,39.0,Female,South,Graduate,Self-Employed,25796.47,11168.12,Car,553.0,3,61,0.289,2019-12-04,1
CUST_1873,38.0,Female,East,Graduate,Salaried,64162.06,8754.06,Car,706.0,1,184,0.209,2019-08-11,0
CUST_1874,51.0,Male,East,Graduate,Self-Employed,44883.37,,Car,638.0,4,77,0.09,2019-02-21,1
CUST_1875,57.0,Male,West,Graduate,Salaried,195497.39,18064.47,Business,675.0,4,52,0.865,2020-04-22,1
CUST_1876,58.0,Female,West,Graduate,Unemployed,108328.62,25994.93,Education,728.0,4,24,0.347,2021-01-29,1
CUST_1877,,Male,South,Graduate,Salaried,35860.07,3453.82,Car,754.0,4,220,0.081,2022-04-24,1
CUST_1878,39.0,Female,East,Secondary,Salaried,84183.19,66098.12,Business,689.0,2,213,0.344,2021-06-07,0
CUST_1879,21.0,Male,East,Primary,Salaried,,9731.88,Car,,2,113,0.22,2020-05-24,0
CUST_1880,32.0,Male,South,Post-Graduate,Salaried,19632.79,30675.82,Car,542.0,0,144,0.317,2023-10-30,1
CUST_1881,53.0,Male,West,Graduate,Salaried,26417.38,77320.5,Education,555.0,3,165,0.082,2023-08-30,1
CUST_1882,61.0,Male,North,Secondary,Self-Employed,59341.56,17764.91,Car,474.0,2,131,0.147,2021-04-26,1
CUST_1883,27.0,Male,North,Primary,Self-Employed,61603.97,17708.31,Business,693.0,2,202,0.485,2019-04-02,0
CUST_1884,34.0,Female,East,Primary,Salaried,57425.4,3117.81,Business,754.0,1,98,0.293,2021-10-01,0
CUST_1885,41.0,Female,East,Primary,Self-Employed,46694.34,12368.7,Home,489.0,1,74,0.292,2021-08-11,0
CUST_1886,45.0,Male,West,Graduate,Salaried,46126.91,47842.24,Other,764.0,1,180,0.321,2020-02-26,0
CUST_1887,32.0,Other,North,Graduate,Self-Employed,81422.47,3628.72,Car,791.0,2,27,0.175,2023-05-25,0
CUST_1888,47.0,Male,East,Post-Graduate,Salaried,148323.95,62375.18,Car,695.0,3,50,0.222,2021-04-02,0
CUST_1889,36.0,Female,West,Graduate,Self-Employed,40751.09,27513.56,Business,803.0,3,139,0.493,2020-01-04,1
CUST_1890,41.0,Female,North,Primary,Salaried,421139.53,13659.59,Car,677.0,0,30,0.484,2021-07-07,0
CUST_1891,48.0,Female,South,Primary,Salaried,287377.84,19768.91,Business,579.0,2,199,0.219,2023-08-04,0
CUST_1892,42.0,Male,East,Secondary,Salaried,173408.35,4077.58,Home,654.0,2,61,0.147,2023-07-20,0
CUST_1893,36.0,Male,South,Secondary,Salaried,98517.22,6131.0,Car,808.0,1,29,0.361,2022-03-13,0
CUST_1894,40.0,Male,North,Post-Graduate,Self-Employed,298459.79,8436.11,Home,631.0,3,199,0.261,2020-08-04,1
CUST_1895,40.0,Female,West,Secondary,Salaried,47472.59,12147.07,Home,714.0,1,211,0.076,2023-03-04,0
CUST_1896,37.0,Male,West,Post-Graduate,Salaried,30758.34,61781.6,Other,723.0,1,128,0.179,2023-08-20,0
CUST_1897,38.0,Female,North,Secondary,Salaried,39309.53,11454.6,Business,774.0,1,171,0.119,2023-04-18,0
CUST_1898,61.0,Male,South,Primary,Salaried,26839.92,18549.78,Home,531.0,1,72,0.158,2022-06-17,1
CUST_1899,48.0,Female,West,Graduate,Self-Employed,66002.05,4419.21,Business,791.0,2,170,0.245,2020-07-02,0
CUST_1900,38.0,Male,East,Graduate,Salaried,2993730.6941215764,33292.62,Other,,2,177,0.105,2020-06-14,0
CUST_1901,50.0,Male,South,Post-Graduate,Self-Employed,70310.18,20540.48,Business,801.0,0,122,0.328,2020-09-20,0
CUST_1902,37.0,Male,South,Graduate,Salaried,59281.64,14491.33,Other,651.0,3,68,0.229,2020-12-04,0
